ts_code,csname,extname,cname,index_code,index_name,setup_date,list_date,list_status,exchange,mgr_name,custod_name,mgt_fee,etf_type
515450.OF,南方标普中国A股大盘红利低波50ETF,南方标普中国A股大盘红利低波50ETF,南方标普中国A股大盘红利低波50交易型开放式指数证券投资基金,SPCLLHCP.OTH,标普中国A股大盘红利低波50指数,20200117,2020-02-26,L,SH,南方基金,中国农业银行股份有限公司,,纯境内
515450.SH,南方标普中国A股大盘红利低波50ETF,红利低波50ETF南方,南方标普中国A股大盘红利低波50交易型开放式指数证券投资基金,SPCLLHCP.OTH,标普中国A股大盘红利低波50指数,20200117,2020-02-26,L,SH,南方基金,中国农业银行股份有限公司,0.5,纯境内
515460.OF,南方中证全指红利质量ETF,南方中证全指红利质量ETF,南方中证全指红利质量交易型开放式指数证券投资基金,932315.CSI,中证全指红利质量指数,,,P,SH,南方基金,中信证券股份有限公司,,纯境内
515460.SH,南方中证全指红利质量ETF,红利质量ETF南方,南方中证全指红利质量交易型开放式指数证券投资基金,932315.CSI,中证全指红利质量指数,20260304,2026-03-16,L,SH,南方基金,中信证券股份有限公司,0.15,纯境内
515500.OF,海富通中证长三角领先ETF,海富通中证长三角领先ETF,海富通中证长三角领先交易型开放式指数证券投资基金,931381.CSI,中证长三角领先指数,20200813,2020-09-18,D,SH,海富通基金,中国银行股份有限公司,,纯境内
515500.SH,海富通中证长三角领先ETF,海富通中证长三角领先ETF,海富通中证长三角领先交易型开放式指数证券投资基金,931381.CSI,中证长三角领先指数,20200813,2020-09-18,D,SH,海富通基金,中国银行股份有限公司,0.15,纯境内
515510.OF,嘉实中证500成长估值ETF,嘉实中证500成长估值ETF,嘉实中证500成长估值交易型开放式指数证券投资基金,930938.CSI,中证500成长估值指数,20200316,2020-05-06,D,SH,嘉实基金,中国银行股份有限公司,,纯境内
515510.SH,嘉实中证500成长估值ETF,嘉实中证500成长估值ETF,嘉实中证500成长估值交易型开放式指数证券投资基金,930938.CSI,中证500成长估值指数,20200316,2020-05-06,D,SH,嘉实基金,中国银行股份有限公司,0.5,纯境内
515520.OF,大成MSCI中国A股质优价值100ETF,大成MSCI中国A股质优价值100ETF,大成MSCI中国A股质优价值100交易型开放式指数证券投资基金,718465.MI,MSCI中国A股质优价值100指数,20190926,2019-11-18,D,SH,大成基金,中国农业银行股份有限公司,,纯境内
515520.SH,大成MSCI中国A股质优价值100ETF,大成MSCI中国A股质优价值100ETF,大成MSCI中国A股质优价值100交易型开放式指数证券投资基金,718465.MI,MSCI中国A股质优价值100指数,20190926,2019-11-18,D,SH,大成基金,中国农业银行股份有限公司,0.5,纯境内
515530.OF,泰康500,泰康500,泰康中证500交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,20200918,2020-11-09,L,SH,泰康基金,招商银行股份有限公司,,纯境内
515530.SH,泰康500,中证500ETF泰康,泰康中证500交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,20200918,2020-11-09,L,SH,泰康基金,招商银行股份有限公司,0.15,纯境内
515550.OF,国联中证500ETF,国联中证500ETF,国联中证500交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,20191115,2019-12-25,L,SH,国联基金,中国光大银行股份有限公司,,纯境内
515550.SH,国联中证500ETF,中证500ETF国联,国联中证500交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,20191115,2019-12-25,L,SH,国联基金,中国光大银行股份有限公司,0.3,纯境内
515560.OF,建信中证全指证券公司ETF,建信中证全指证券公司ETF,建信中证全指证券公司交易型开放式指数证券投资基金,399975.SZ,中证全指证券公司指数,20200629,2020-07-20,L,SH,建信基金,中信证券股份有限公司,,纯境内
515560.SH,建信中证全指证券公司ETF,证券ETF建信,建信中证全指证券公司交易型开放式指数证券投资基金,399975.SZ,中证全指证券公司指数,20200629,2020-07-20,L,SH,建信基金,中信证券股份有限公司,0.2,纯境内
515570.OF,山证红利ETF,山证红利ETF,山西证券中证红利潜力交易型开放式指数证券投资基金,H30089.CSI,中证红利潜力指数,20200117,2020-04-09,D,SH,山西证券,中国银行股份有限公司,,纯境内
515570.SH,山证红利ETF,山证红利ETF,山西证券中证红利潜力交易型开放式指数证券投资基金,H30089.CSI,中证红利潜力指数,20200117,2020-04-09,D,SH,山西证券,中国银行股份有限公司,0.5,纯境内
515580.OF,华泰柏瑞中证科技100ETF,华泰柏瑞中证科技100ETF,华泰柏瑞中证科技100交易型开放式指数证券投资基金,931187.CSI,中证科技100指数,20190927,2019-10-28,L,SH,华泰柏瑞基金,中信证券股份有限公司,,纯境内
515580.SH,华泰柏瑞中证科技100ETF,科技100ETF华泰柏瑞,华泰柏瑞中证科技100交易型开放式指数证券投资基金,931187.CSI,中证科技100指数,20190927,2019-10-28,L,SH,华泰柏瑞基金,中信证券股份有限公司,0.5,纯境内
515590.OF,前海开源中证500等权ETF,前海开源中证500等权ETF,前海开源中证500等权重交易型开放式指数证券投资基金,000982.SH,中证500等权重指数,20191114,2020-01-20,L,SH,前海开源基金,中国银河证券股份有限公司,,纯境内
515590.SH,前海开源中证500等权ETF,500等权ETF前海开源,前海开源中证500等权重交易型开放式指数证券投资基金,000982.SH,中证500等权重指数,20191114,2020-01-20,L,SH,前海开源基金,中国银河证券股份有限公司,0.15,纯境内
515600.OF,广发中证央企创新驱动ETF,广发中证央企创新驱动ETF,广发中证央企创新驱动交易型开放式指数证券投资基金,000861.CSI,中证央企创新驱动指数,20190920,2019-12-18,L,SH,广发基金,中国工商银行股份有限公司,,纯境内
515600.SH,广发中证央企创新驱动ETF,央企创新ETF广发,广发中证央企创新驱动交易型开放式指数证券投资基金,000861.CSI,中证央企创新驱动指数,20190920,2019-12-18,L,SH,广发基金,中国工商银行股份有限公司,0.15,纯境内
515610.OF,中银800,中银800,中银中证800交易型开放式指数证券投资基金,000906.SH,中证800指数,20200716,2020-08-18,D,SH,中银基金,中信银行股份有限公司,,纯境内
515610.SH,中银800,中银800,中银中证800交易型开放式指数证券投资基金,000906.SH,中证800指数,20200716,2020-08-18,D,SH,中银基金,中信银行股份有限公司,0.45,纯境内
515620.OF,建信中证800ETF,建信中证800ETF,建信中证800交易型开放式指数证券投资基金,000906.SH,中证800指数,20200417,2020-05-25,D,SH,建信基金,中国国际金融股份有限公司,,纯境内
515620.SH,建信中证800ETF,建信中证800ETF,建信中证800交易型开放式指数证券投资基金,000906.SH,中证800指数,20200417,2020-05-25,D,SH,建信基金,中国国际金融股份有限公司,0.15,纯境内
515630.OF,保险证券,保险证券,鹏华中证800证券保险交易型开放式指数证券投资基金,399966.SZ,中证800证券保险指数,20200228,2020-04-03,L,SH,鹏华基金,中国建设银行股份有限公司,,纯境内
515630.SH,保险证券,证券保险ETF鹏华,鹏华中证800证券保险交易型开放式指数证券投资基金,399966.SZ,中证800证券保险指数,20200228,2020-04-03,L,SH,鹏华基金,中国建设银行股份有限公司,0.5,纯境内
515640.SH,华夏中证全指家用电器ETF,华夏中证全指家用电器ETF,华夏中证全指家用电器交易型开放式指数证券投资基金,930697.CSI,中证全指家用电器指数,,,P,SH,华夏基金,中信建投证券股份有限公司,,纯境内
515650.OF,富国中证消费50ETF,富国中证消费50ETF,富国中证消费50交易型开放式指数证券投资基金,931139.CSI,中证消费50指数,20191014,2019-11-11,L,SH,富国基金,中信证券股份有限公司,,纯境内
515650.SH,富国中证消费50ETF,消费50ETF富国,富国中证消费50交易型开放式指数证券投资基金,931139.CSI,中证消费50指数,20191014,2019-11-11,L,SH,富国基金,中信证券股份有限公司,0.5,纯境内
515660.OF,国联安沪深300ETF,国联安沪深300ETF,国联安沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,20191125,2019-12-24,L,SH,国联安基金,中国工商银行股份有限公司,,纯境内
515660.SH,国联安沪深300ETF,沪深300ETF国联安,国联安沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,20191125,2019-12-24,L,SH,国联安基金,中国工商银行股份有限公司,0.3,纯境内
515670.OF,中银100,中银100,中银中证100交易型开放式指数证券投资基金,000903.SH,中证A100指数,20200417,2020-05-20,D,SH,中银基金,中信证券股份有限公司,,纯境内
515670.SH,中银100,中银100,中银中证100交易型开放式指数证券投资基金,000903.SH,中证A100指数,20200417,2020-05-20,D,SH,中银基金,中信证券股份有限公司,0.45,纯境内
515680.OF,嘉实央企创新驱动ETF,嘉实央企创新驱动ETF,嘉实中证央企创新驱动交易型开放式指数证券投资基金,000861.CSI,中证央企创新驱动指数,20190920,2019-12-18,L,SH,嘉实基金,中国银行股份有限公司,,纯境内
515680.SH,嘉实央企创新驱动ETF,央企创新ETF嘉实,嘉实中证央企创新驱动交易型开放式指数证券投资基金,000861.CSI,中证央企创新驱动指数,20190920,2019-12-18,L,SH,嘉实基金,中国银行股份有限公司,0.15,纯境内
515690.OF,股息ETF,股息ETF,鹏华中证高股息龙头交易型开放式指数证券投资基金,931373.CSI,中证高股息龙头指数,20200320,2020-05-13,D,SH,鹏华基金,中信证券股份有限公司,,纯境内
515690.SH,股息ETF,股息ETF,鹏华中证高股息龙头交易型开放式指数证券投资基金,931373.CSI,中证高股息龙头指数,20200320,2020-05-13,D,SH,鹏华基金,中信证券股份有限公司,0.2,纯境内
515700.OF,平安中证新能源汽车产业ETF,平安中证新能源汽车产业ETF,平安中证新能源汽车产业交易型开放式指数证券投资基金,930997.CSI,中证新能源汽车产业指数,20191231,2020-02-10,L,SH,平安基金,招商证券股份有限公司,,纯境内
515700.SH,平安中证新能源汽车产业ETF,新能源车ETF平安,平安中证新能源汽车产业交易型开放式指数证券投资基金,930997.CSI,中证新能源汽车产业指数,20191231,2020-02-10,L,SH,平安基金,招商证券股份有限公司,0.15,纯境内
515710.OF,华宝中证细分食品饮料产业主题ETF,华宝中证细分食品饮料产业主题ETF,华宝中证细分食品饮料产业主题交易型开放式指数证券投资基金,000815.CSI,中证细分食品饮料产业主题指数,20201224,2021-01-07,L,SH,华宝基金,中国工商银行股份有限公司,,纯境内
515710.SH,华宝中证细分食品饮料产业主题ETF,食品饮料ETF华宝,华宝中证细分食品饮料产业主题交易型开放式指数证券投资基金,000815.CSI,中证细分食品饮料产业主题指数,20201224,2021-01-07,L,SH,华宝基金,中国工商银行股份有限公司,0.5,纯境内
515720.OF,富国中证金融科技主题ETF,富国中证金融科技主题ETF,富国中证金融科技主题交易型开放式指数证券投资基金,930986.CSI,中证金融科技主题指数,20250922,2025-10-09,L,SH,富国基金,兴业证券股份有限公司,,纯境内
515720.SH,富国中证金融科技主题ETF,金融科技ETF富国,富国中证金融科技主题交易型开放式指数证券投资基金,930986.CSI,中证金融科技主题指数,20250922,2025-10-09,L,SH,富国基金,兴业证券股份有限公司,0.5,纯境内
515730.OF,家居家电ETF永赢,家居家电ETF永赢,永赢中证家居家电交易型开放式指数证券投资基金,931241.CSI,中证家居家电指数,20251114,2025-11-25,L,SH,永赢基金,中信证券股份有限公司,,纯境内
515730.SH,家居家电ETF永赢,家居家电ETF永赢,永赢中证家居家电交易型开放式指数证券投资基金,931241.CSI,中证家居家电指数,20251114,2025-11-25,L,SH,永赢基金,中信证券股份有限公司,0.5,纯境内
515750.OF,富国中证科技50策略ETF,富国中证科技50策略ETF,富国中证科技50策略交易型开放式指数证券投资基金,931186.CSI,中证科技50策略指数,20191115,2019-12-06,L,SH,富国基金,中信建投证券股份有限公司,,纯境内
515750.SH,富国中证科技50策略ETF,科技50ETF富国,富国中证科技50策略交易型开放式指数证券投资基金,931186.CSI,中证科技50策略指数,20191115,2019-12-06,L,SH,富国基金,中信建投证券股份有限公司,0.5,纯境内
515760.OF,华夏中证浙江国资创新发展ETF,华夏中证浙江国资创新发展ETF,华夏中证浙江国资创新发展交易型开放式指数证券投资基金,931372.CSI,中证浙江国资创新发展指数,20200917,2020-10-12,L,SH,华夏基金,中国农业银行股份有限公司,,纯境内
515760.SH,华夏中证浙江国资创新发展ETF,浙江国资ETF华夏,华夏中证浙江国资创新发展交易型开放式指数证券投资基金,931372.CSI,中证浙江国资创新发展指数,20200917,2020-10-12,L,SH,华夏基金,中国农业银行股份有限公司,0.45,纯境内
515770.OF,摩根MSCI中国A股ETF,摩根MSCI中国A股ETF,摩根MSCI中国A股交易型开放式指数证券投资基金,718711.MI,MSCI中国A股人民币指数,20200513,2020-06-19,L,SH,摩根基金,平安银行股份有限公司,,纯境内
515770.SH,摩根MSCI中国A股ETF,MSCI中国A股ETF摩根,摩根MSCI中国A股交易型开放式指数证券投资基金,718711.MI,MSCI中国A股人民币指数,20200513,2020-06-19,L,SH,摩根基金,平安银行股份有限公司,0.15,纯境内
515780.OF,浦银安盛MSCI中国A股ETF,浦银安盛MSCI中国A股ETF,浦银安盛MSCI中国A股交易型开放式指数证券投资基金,718711.MI,MSCI中国A股人民币指数,20200430,2020-05-29,D,SH,浦银安盛基金,中国银行股份有限公司,,纯境内
515780.SH,浦银安盛MSCI中国A股ETF,浦银安盛MSCI中国A股ETF,浦银安盛MSCI中国A股交易型开放式指数证券投资基金,718711.MI,MSCI中国A股人民币指数,20200430,2020-05-29,D,SH,浦银安盛基金,中国银行股份有限公司,0.15,纯境内
515790.OF,光伏ETF,光伏ETF,华泰柏瑞中证光伏产业交易型开放式指数证券投资基金,931151.CSI,中证光伏产业指数,20201207,2020-12-18,L,SH,华泰柏瑞基金,中国银行股份有限公司,,纯境内
515790.SH,华泰柏瑞中证光伏产业ETF,光伏ETF华泰柏瑞,华泰柏瑞中证光伏产业交易型开放式指数证券投资基金,931151.CSI,中证光伏产业指数,20201207,2020-12-18,L,SH,华泰柏瑞基金,中国银行股份有限公司,0.5,纯境内
515800.OF,添富中证800ETF,添富中证800ETF,中证800交易型开放式指数证券投资基金,000906.SH,中证800指数,20191008,2019-12-16,L,SH,汇添富基金,平安银行股份有限公司,,纯境内
515800.SH,添富中证800ETF,中证800ETF汇添富,中证800交易型开放式指数证券投资基金,000906.SH,中证800指数,20191008,2019-12-16,L,SH,汇添富基金,平安银行股份有限公司,0.15,纯境内
515810.OF,易方达中证800ETF,易方达中证800ETF,易方达中证800交易型开放式指数证券投资基金,000906.SH,中证800指数,20191008,2019-10-25,L,SH,易方达基金,中国建设银行股份有限公司,,纯境内
515810.SH,易方达中证800ETF,中证800ETF易方达,易方达中证800交易型开放式指数证券投资基金,000906.SH,中证800指数,20191008,2019-10-25,L,SH,易方达基金,中国建设银行股份有限公司,0.15,纯境内
515820.OF,富国中证800ETF,富国中证800ETF,富国中证800交易型开放式指数证券投资基金,000906.SH,中证800指数,20200513,2020-05-29,D,SH,富国基金,中国工商银行股份有限公司,,纯境内
515820.SH,富国中证800ETF,富国中证800ETF,富国中证800交易型开放式指数证券投资基金,000906.SH,中证800指数,20200513,2020-05-29,D,SH,富国基金,中国工商银行股份有限公司,0.15,纯境内
515830.OF,工银中证800ETF,工银中证800ETF,工银瑞信中证800交易型开放式指数证券投资基金,000906.SH,中证800指数,20200601,2020-07-17,D,SH,工银瑞信基金,兴业银行股份有限公司,,纯境内
515830.SH,工银中证800ETF,工银中证800ETF,工银瑞信中证800交易型开放式指数证券投资基金,000906.SH,中证800指数,20200601,2020-07-17,D,SH,工银瑞信基金,兴业银行股份有限公司,0.45,纯境内
515850.OF,富国中证全指证券公司ETF,富国中证全指证券公司ETF,富国中证全指证券公司交易型开放式指数证券投资基金,399975.SZ,中证全指证券公司指数,20200121,2020-02-21,L,SH,富国基金,中国建设银行股份有限公司,,纯境内
515850.SH,富国中证全指证券公司ETF,证券ETF富国,富国中证全指证券公司交易型开放式指数证券投资基金,399975.SZ,中证全指证券公司指数,20200121,2020-02-21,L,SH,富国基金,中国建设银行股份有限公司,0.15,纯境内
515860.OF,嘉实新兴科技100ETF,嘉实新兴科技100ETF,嘉实中证新兴科技100策略交易型开放式指数证券投资基金,931165.CSI,中证新兴科技100策略指数,20190926,2019-10-22,L,SH,嘉实基金,中国银行股份有限公司,,纯境内
515860.SH,嘉实新兴科技100ETF,科技ETF嘉实,嘉实中证新兴科技100策略交易型开放式指数证券投资基金,931165.CSI,中证新兴科技100策略指数,20190926,2019-10-22,L,SH,嘉实基金,中国银行股份有限公司,0.5,纯境内
515870.OF,嘉实先进制造100ETF,嘉实先进制造100ETF,嘉实中证先进制造100策略交易型开放式指数证券投资基金,931167.CSI,中证先进制造100策略指数,20191205,2020-01-17,D,SH,嘉实基金,中国银行股份有限公司,,纯境内
515870.SH,嘉实先进制造100ETF,嘉实先进制造100ETF,嘉实中证先进制造100策略交易型开放式指数证券投资基金,931167.CSI,中证先进制造100策略指数,20191205,2020-01-17,D,SH,嘉实基金,中国银行股份有限公司,0.5,纯境内
515880.OF,国泰中证全指通信设备ETF,国泰中证全指通信设备ETF,国泰中证全指通信设备交易型开放式指数证券投资基金,931160.CSI,中证全指通信设备指数,20190816,2019-09-06,L,SH,国泰基金,中国工商银行股份有限公司,,纯境内
515880.SH,国泰中证全指通信设备ETF,通信ETF国泰,国泰中证全指通信设备交易型开放式指数证券投资基金,931160.CSI,中证全指通信设备指数,20190816,2019-09-06,L,SH,国泰基金,中国工商银行股份有限公司,0.5,纯境内
515890.OF,博时中证红利ETF,博时中证红利ETF,博时中证红利交易型开放式指数证券投资基金,000922.CSI,中证红利指数,20200320,2020-04-20,L,SH,博时基金,招商银行股份有限公司,,纯境内
515890.SH,博时中证红利ETF,红利ETF博时,博时中证红利交易型开放式指数证券投资基金,000922.CSI,中证红利指数,20200320,2020-04-20,L,SH,博时基金,招商银行股份有限公司,0.15,纯境内
515900.OF,博时央企创新ETF,博时央企创新ETF,博时中证央企创新驱动交易型开放式指数证券投资基金,000861.CSI,中证央企创新驱动指数,20190920,2019-12-18,L,SH,博时基金,招商银行股份有限公司,,纯境内
515900.SH,博时央企创新ETF,央企创新ETF博时,博时中证央企创新驱动交易型开放式指数证券投资基金,000861.CSI,中证央企创新驱动指数,20190920,2019-12-18,L,SH,博时基金,招商银行股份有限公司,0.15,纯境内
515910.OF,质量ETF,质量ETF,中金MSCI中国A股国际质量交易型开放式指数证券投资基金,707717L.MI,MSCI中国A股国际公司质量指数(本币),20210121,2021-02-26,L,SH,中金基金,招商证券股份有限公司,,纯境内
515910.SH,质量ETF,质量ETF中金,中金MSCI中国A股国际质量交易型开放式指数证券投资基金,707717L.MI,MSCI中国A股国际公司质量指数(本币),20210121,2021-02-26,L,SH,中金基金,招商证券股份有限公司,0.3,纯境内
515920.OF,博时智能消费ETF,博时智能消费ETF,博时中证智能消费主题交易型开放式指数证券投资基金,930648.CSI,中证智能消费主题指数,20201230,2021-01-20,L,SH,博时基金,申万宏源证券有限公司,,纯境内
515920.SH,博时智能消费ETF,智能消费ETF博时,博时中证智能消费主题交易型开放式指数证券投资基金,930648.CSI,中证智能消费主题指数,20201230,2021-01-20,L,SH,博时基金,申万宏源证券有限公司,0.5,纯境内
515930.OF,永赢沪深300ETF,永赢沪深300ETF,永赢沪深300交易型开放式指数证券投资基金(已终止),000300.SH,沪深300指数,20200413,2020-05-08,D,SH,永赢基金,中国工商银行股份有限公司,,纯境内
515930.SH,永赢沪深300ETF,永赢沪深300ETF,永赢沪深300交易型开放式指数证券投资基金(已终止),000300.SH,沪深300指数,20200413,2020-05-08,D,SH,永赢基金,中国工商银行股份有限公司,0.15,纯境内
515950.OF,富国中证医药50ETF,富国中证医药50ETF,富国中证医药50交易型开放式指数证券投资基金,931140.CSI,中证医药50指数,20200316,2020-04-01,L,SH,富国基金,招商银行股份有限公司,,纯境内
515950.SH,富国中证医药50ETF,医药50ETF富国,富国中证医药50交易型开放式指数证券投资基金,931140.CSI,中证医药50指数,20200316,2020-04-01,L,SH,富国基金,招商银行股份有限公司,0.5,纯境内
515960.OF,嘉实医药健康100ETF,嘉实医药健康100ETF,嘉实中证医药健康100策略交易型开放式指数证券投资基金,931166.CSI,中证医药健康100策略指数,20200424,2020-06-10,L,SH,嘉实基金,中国银行股份有限公司,,纯境内
515960.SH,嘉实医药健康100ETF,医药ETF嘉实,嘉实中证医药健康100策略交易型开放式指数证券投资基金,931166.CSI,中证医药健康100策略指数,20200424,2020-06-10,L,SH,嘉实基金,中国银行股份有限公司,0.5,纯境内
515970.OF,华夏中证工程机械主题ETF,华夏中证工程机械主题ETF,华夏中证工程机械主题交易型开放式指数证券投资基金,931752.CSI,中证工程机械主题指数,20260204,2026-02-12,L,SH,华夏基金,国投证券股份有限公司,,纯境内
515970.SH,华夏中证工程机械主题ETF,工程机械ETF华夏,华夏中证工程机械主题交易型开放式指数证券投资基金,931752.CSI,中证工程机械主题指数,20260204,2026-02-12,L,SH,华夏基金,国投证券股份有限公司,0.15,纯境内
515980.OF,华富中证人工智能产业ETF,华富中证人工智能产业ETF,华富中证人工智能产业交易型开放式指数证券投资基金,931071.CSI,中证人工智能产业指数,20191224,2020-02-10,L,SH,华富基金,招商银行股份有限公司,,纯境内
515980.SH,华富中证人工智能产业ETF,人工智能ETF华富,华富中证人工智能产业交易型开放式指数证券投资基金,931071.CSI,中证人工智能产业指数,20191224,2020-02-10,L,SH,华富基金,招商银行股份有限公司,0.5,纯境内
515990.OF,添富中证国企一带一路ETF,添富中证国企一带一路ETF,汇添富中证国企一带一路交易型开放式指数证券投资基金,000859.CSI,中证国企一带一路指数,20191106,2020-01-15,L,SH,汇添富基金,中国农业银行股份有限公司,,纯境内
515990.SH,添富中证国企一带一路ETF,一带一路ETF汇添富,汇添富中证国企一带一路交易型开放式指数证券投资基金,000859.CSI,中证国企一带一路指数,20191106,2020-01-15,L,SH,汇添富基金,中国农业银行股份有限公司,0.15,纯境内
516000.OF,华夏中证大数据产业ETF,华夏中证大数据产业ETF,华夏中证大数据产业交易型开放式指数证券投资基金,930902.CSI,中证大数据产业指数,20210209,2021-03-01,L,SH,华夏基金,中国银行股份有限公司,,纯境内
516000.SH,华夏中证大数据产业ETF,大数据ETF华夏,华夏中证大数据产业交易型开放式指数证券投资基金,930902.CSI,中证大数据产业指数,20210209,2021-03-01,L,SH,华夏基金,中国银行股份有限公司,0.5,纯境内
516010.OF,国泰中证动漫游戏ETF,国泰中证动漫游戏ETF,国泰中证动漫游戏交易型开放式指数证券投资基金,930901.CSI,中证动漫游戏指数,20210225,2021-03-05,L,SH,国泰基金,上海浦东发展银行股份有限公司,,纯境内
516010.SH,国泰中证动漫游戏ETF,游戏ETF国泰,国泰中证动漫游戏交易型开放式指数证券投资基金,930901.CSI,中证动漫游戏指数,20210225,2021-03-05,L,SH,国泰基金,上海浦东发展银行股份有限公司,0.5,纯境内
516020.OF,华宝化工ETF,华宝化工ETF,华宝中证细分化工产业主题交易型开放式指数证券投资基金,000813.CSI,中证细分化工产业主题指数,20210226,2021-03-08,L,SH,华宝基金,中国银行股份有限公司,,纯境内
516020.SH,华宝化工ETF,化工ETF华宝,华宝中证细分化工产业主题交易型开放式指数证券投资基金,000813.CSI,中证细分化工产业主题指数,20210226,2021-03-08,L,SH,华宝基金,中国银行股份有限公司,0.5,纯境内
516050.OF,科技龙头ETF工银,科技龙头ETF工银,工银瑞信中证科技龙头交易型开放式指数证券投资基金,931087.CSI,中证科技龙头指数,20210121,2021-02-05,L,SH,工银瑞信基金,中信证券股份有限公司,,纯境内
516050.SH,科技龙头ETF工银,科技龙头ETF工银,工银瑞信中证科技龙头交易型开放式指数证券投资基金,931087.CSI,中证科技龙头指数,20210121,2021-02-05,L,SH,工银瑞信基金,中信证券股份有限公司,0.45,纯境内
516060.OF,创新药ETF工银,创新药ETF工银,工银瑞信中证创新药产业交易型开放式指数证券投资基金,931152.CSI,中证创新药产业指数,20210209,2021-03-01,L,SH,工银瑞信基金,申万宏源证券有限公司,,纯境内
516060.SH,创新药ETF工银,创新药ETF工银,工银瑞信中证创新药产业交易型开放式指数证券投资基金,931152.CSI,中证创新药产业指数,20210209,2021-03-01,L,SH,工银瑞信基金,申万宏源证券有限公司,0.45,纯境内
516070.OF,易方达中证内地低碳经济主题ETF,易方达中证内地低碳经济主题ETF,易方达中证内地低碳经济主题交易型开放式指数证券投资基金,000977.CSI,中证内地低碳经济主题指数,20210415,2021-04-23,L,SH,易方达基金,申万宏源证券有限公司,,纯境内
516070.SH,易方达中证内地低碳经济主题ETF,低碳ETF易方达,易方达中证内地低碳经济主题交易型开放式指数证券投资基金,000977.CSI,中证内地低碳经济主题指数,20210415,2021-04-23,L,SH,易方达基金,申万宏源证券有限公司,0.15,纯境内
516080.OF,易方达中证创新药产业ETF,易方达中证创新药产业ETF,易方达中证创新药产业交易型开放式指数证券投资基金,931152.CSI,中证创新药产业指数,20210203,2021-02-23,L,SH,易方达基金,中国银行股份有限公司,,纯境内
516080.SH,易方达中证创新药产业ETF,创新药ETF易方达,易方达中证创新药产业交易型开放式指数证券投资基金,931152.CSI,中证创新药产业指数,20210203,2021-02-23,L,SH,易方达基金,中国银行股份有限公司,0.15,纯境内
516090.OF,易方达中证新能源ETF,易方达中证新能源ETF,易方达中证新能源交易型开放式指数证券投资基金,399808.SZ,中证新能源指数,20210311,2021-03-19,L,SH,易方达基金,中国建设银行股份有限公司,,纯境内
516090.SH,易方达中证新能源ETF,新能源ETF易方达,易方达中证新能源交易型开放式指数证券投资基金,399808.SZ,中证新能源指数,20210311,2021-03-19,L,SH,易方达基金,中国建设银行股份有限公司,0.15,纯境内
516100.OF,华夏中证金融科技主题ETF,华夏中证金融科技主题ETF,华夏中证金融科技主题交易型开放式指数证券投资基金,930986.CSI,中证金融科技主题指数,20210713,2021-07-23,L,SH,华夏基金,兴业银行股份有限公司,,纯境内
516100.SH,华夏中证金融科技主题ETF,金融科技ETF华夏,华夏中证金融科技主题交易型开放式指数证券投资基金,930986.CSI,中证金融科技主题指数,20210713,2021-07-23,L,SH,华夏基金,兴业银行股份有限公司,0.15,纯境内
516110.OF,国泰中证800汽车与零部件ETF,国泰中证800汽车与零部件ETF,国泰中证800汽车与零部件交易型开放式指数证券投资基金,H30015.CSI,中证800汽车与零部件指数,20210407,2021-05-07,L,SH,国泰基金,中信银行股份有限公司,,纯境内
516110.SH,国泰中证800汽车与零部件ETF,汽车ETF国泰,国泰中证800汽车与零部件交易型开放式指数证券投资基金,H30015.CSI,中证800汽车与零部件指数,20210407,2021-05-07,L,SH,国泰基金,中信银行股份有限公司,0.5,纯境内
516120.OF,富国中证细分化工产业主题ETF,富国中证细分化工产业主题ETF,富国中证细分化工产业主题交易型开放式指数证券投资基金,000813.CSI,中证细分化工产业主题指数,20210301,2021-03-09,L,SH,富国基金,中国建设银行股份有限公司,,纯境内
516120.SH,富国中证细分化工产业主题ETF,化工ETF富国,富国中证细分化工产业主题交易型开放式指数证券投资基金,000813.CSI,中证细分化工产业主题指数,20210301,2021-03-09,L,SH,富国基金,中国建设银行股份有限公司,0.5,纯境内
516130.OF,华宝消费龙头ETF,华宝消费龙头ETF,华宝中证消费龙头交易型开放式指数证券投资基金,931068.CSI,中证消费龙头指数,20210928,2021-10-13,L,SH,华宝基金,中国银行股份有限公司,,纯境内
516130.SH,华宝消费龙头ETF,消费龙头ETF华宝,华宝中证消费龙头交易型开放式指数证券投资基金,931068.CSI,中证消费龙头指数,20210928,2021-10-13,L,SH,华宝基金,中国银行股份有限公司,0.5,纯境内
516150.OF,嘉实中证稀土产业ETF,嘉实中证稀土产业ETF,嘉实中证稀土产业交易型开放式指数证券投资基金,930598.CSI,中证稀土产业指数,20210309,2021-03-17,L,SH,嘉实基金,中国建设银行股份有限公司,,纯境内
516150.SH,嘉实中证稀土产业ETF,稀土ETF嘉实,嘉实中证稀土产业交易型开放式指数证券投资基金,930598.CSI,中证稀土产业指数,20210309,2021-03-17,L,SH,嘉实基金,中国建设银行股份有限公司,0.5,纯境内
516160.OF,南方中证新能源ETF,南方中证新能源ETF,南方中证新能源交易型开放式指数证券投资基金,399808.SZ,中证新能源指数,20210122,2021-02-04,L,SH,南方基金,中国农业银行股份有限公司,,纯境内
