month,nt_val,nt_yoy,nt_mom,nt_accu,town_val,town_yoy,town_mom,town_accu,cnt_val,cnt_yoy,cnt_mom,cnt_accu,ppi_yoy,ppi_mp_yoy,ppi_mp_qm_yoy,ppi_mp_rm_yoy,ppi_mp_p_yoy,ppi_cg_yoy,ppi_cg_f_yoy,ppi_cg_c_yoy,ppi_cg_adu_yoy,ppi_cg_dcg_yoy,ppi_mom,ppi_mp_mom,ppi_mp_qm_mom,ppi_mp_rm_mom,ppi_mp_p_mom,ppi_cg_mom,ppi_cg_f_mom,ppi_cg_c_mom,ppi_cg_adu_mom,ppi_cg_dcg_mom,ppi_accu,ppi_mp_accu,ppi_mp_qm_accu,ppi_mp_rm_accu,ppi_mp_p_accu,ppi_cg_accu,ppi_cg_f_accu,ppi_cg_c_accu,ppi_cg_adu_accu,ppi_cg_dcg_accu,m0,m0_yoy,m0_mom,m1,m1_yoy,m1_mom,m2,m2_yoy,m2_mom,inc_month,inc_cumval,stk_endval
2016-10-01,102.1,2.1,-0.1,102.0,102.2,2.2,-0.1,102.0,101.8,1.8,-0.1,101.8,1.2,1.6,7.9,1.9,0.9,0.1,0.6,0.9,0.2,-1.2,0.7,1.0,4.4,1.7,0.4,0.0,0.0,0.4,-0.3,0.0,-2.5,-3.3,-8.7,-5.4,-2.0,-0.2,0.4,0.8,-0.2,-1.6,64214.93,7.2,-1.31,465446.65,23.9,2.44,1519485.4,11.6,0.21,8865.0,143434.72,152.43
2016-09-01,101.9,1.9,0.7,102.0,102.0,2.0,0.7,102.0,101.6,1.6,0.7,101.8,0.1,0.1,2.1,-0.2,0.1,0.0,0.3,0.7,0.5,-1.5,0.5,0.6,2.9,1.1,0.2,0.0,0.1,0.2,-0.2,-0.1,-2.9,-3.8,-10.4,-6.1,-2.3,-0.2,0.4,0.8,-0.2,-1.6,65068.62,6.6,2.54,454340.25,24.7,-0.04,1516360.5,11.5,0.36,17115.0,134569.72,151.51
2016-08-01,101.3,1.3,0.1,102.0,101.4,1.4,0.1,102.0,101.0,1.0,0.1,101.9,-0.8,-1.0,-3.2,-2.3,-0.4,0.0,0.1,0.8,0.7,-1.3,0.2,0.3,-0.3,0.1,0.4,-0.1,-0.1,-0.2,0.0,0.0,-3.2,-4.3,-11.9,-6.9,-2.6,-0.2,0.4,0.8,-0.3,-1.6,63454.7,7.4,0.28,454543.6,25.3,2.62,1510982.91,11.4,1.3,14605.0,117454.72,149.81
2016-07-01,101.8,1.8,0.2,102.1,101.8,1.8,0.3,102.1,101.5,1.5,0.0,102.0,-1.7,-2.3,-5.6,-4.5,-1.2,0.0,0.2,1.1,0.6,-1.4,0.2,0.3,1.0,0.4,0.1,0.0,-0.2,0.1,0.3,0.1,-3.6,-4.7,-13.0,-7.5,-2.9,-0.2,0.5,0.8,-0.4,-1.7,63276.01,7.2,0.73,442934.43,25.4,-0.16,1491558.72,10.2,0.07,4791.0,102849.72,148.37
2016-06-01,101.9,1.9,-0.1,102.1,101.9,1.9,-0.1,102.1,101.9,1.9,-0.1,102.1,-2.6,-3.5,-8.2,-6.1,-2.0,-0.1,0.6,1.0,0.0,-1.7,-0.2,-0.3,1.9,0.3,-0.6,0.0,0.0,0.2,0.1,-0.1,-3.9,-5.1,-14.2,-8.0,-3.2,-0.3,0.5,0.8,-0.6,-1.7,62818.89,7.2,0.06,443643.7,24.6,4.57,1490491.83,11.8,1.97,16479.0,98058.72,147.99
2016-05-01,102.0,2.0,-0.5,102.1,102.0,2.0,-0.5,102.2,102.1,2.1,-0.4,102.1,-2.8,-3.7,-9.6,-7.2,-1.8,-0.2,0.6,0.7,-0.3,-1.7,0.5,0.7,3.8,0.9,0.4,0.0,0.0,-0.1,0.1,-0.3,-4.1,-5.5,-15.4,-8.3,-3.5,-0.3,0.5,0.7,-0.7,-1.7,62780.71,6.3,-2.52,424250.7,23.7,2.6,1461695.11,11.8,1.14,6769.54,81579.26,146.33
2016-04-01,102.3,2.3,-0.2,102.2,102.3,2.3,-0.2,102.2,102.4,2.4,-0.2,102.1,-3.4,-4.5,-13.0,-7.7,-2.5,-0.2,0.7,0.7,-0.5,-1.7,0.7,1.0,2.9,0.9,0.9,-0.1,0.1,-0.2,-0.1,-0.2,-4.5,-5.9,-16.9,-8.6,-3.9,-0.4,0.5,0.7,-0.8,-1.7,64403.17,6.0,-0.38,413504.84,22.9,0.47,1445209.59,12.8,-0.07,7809.39,74809.72,145.59
2016-03-01,102.3,2.3,-0.4,102.1,102.3,2.3,-0.4,102.1,102.2,2.2,-0.4,102.0,-4.3,-5.7,-16.3,-8.8,-3.6,-0.2,0.7,0.8,-0.6,-1.7,0.5,0.7,2.4,0.8,0.5,0.1,0.2,0.0,0.2,-0.1,-4.8,-6.4,-18.1,-8.9,-4.3,-0.4,0.4,0.7,-0.9,-1.7,64651.21,4.4,-6.87,411581.31,22.1,4.86,1446198.03,13.4,1.51,23930.51,67000.33,144.75
2016-02-01,102.3,2.3,1.6,102.0,102.3,2.3,1.6,102.1,102.2,2.2,1.6,101.9,-4.9,-6.5,-18.2,-8.9,-4.5,-0.4,0.4,0.7,-1.0,-1.7,-0.3,-0.5,-2.8,-1.0,-0.1,0.1,0.2,0.0,0.2,-0.1,-5.1,-6.7,-19.0,-9.0,-4.7,-0.5,0.3,0.7,-1.1,-1.7,69421.5,-4.8,-4.28,392504.7,17.4,-4.89,1424618.68,13.3,0.59,8312.09,43069.81,142.52
2016-01-01,101.8,1.8,0.5,101.8,101.8,1.8,0.5,101.8,101.5,1.5,0.5,101.5,-5.3,-6.9,-19.8,-9.1,-4.9,-0.5,0.2,0.7,-1.2,-1.6,-0.5,-0.7,-4.3,-1.1,-0.2,0.1,0.2,0.3,0.1,-0.1,-5.3,-6.9,-19.8,-9.1,-4.9,-0.5,0.2,0.7,-1.2,-1.6,72526.51,15.1,14.73,412685.64,18.6,2.93,1416319.55,14.0,1.73,34757.72,34757.72,141.57
2015-12-01,101.6,1.6,0.5,101.4,101.7,1.7,0.5,101.5,101.5,1.5,0.5,101.3,-5.9,-7.6,-19.7,-10.3,-5.4,-0.4,-0.1,0.7,-0.9,-1.1,-0.6,-0.8,-2.7,-1.1,-0.5,0.0,0.1,0.1,-0.1,-0.1,-5.2,-6.7,-19.7,-9.5,-4.3,-0.3,0.0,0.7,-0.7,-0.8,63216.58,4.9,4.79,400953.44,15.2,3.44,1392278.11,13.3,1.33,18151.39,152936.08,138.14
2015-11-01,101.5,1.5,0.0,101.4,101.5,1.5,0.0,101.5,101.3,1.3,0.0,101.3,-5.9,-7.6,-19.9,-10.7,-5.2,-0.4,-0.2,0.7,-0.9,-1.0,-0.5,-0.7,-1.1,-1.1,-0.5,-0.1,-0.1,0.0,-0.1,-0.2,-5.2,-6.7,-19.7,-9.5,-4.2,-0.3,0.0,0.7,-0.7,-0.8,60328.24,3.2,0.71,387618.32,15.7,3.14,1373956.01,13.7,0.95,10224.27,134784.69,
2015-10-01,101.3,1.3,-0.3,101.4,101.3,1.3,-0.3,101.5,101.2,1.2,-0.3,101.3,-5.9,-7.6,-20.8,-10.8,-4.9,-0.4,-0.2,0.8,-1.0,-0.8,-0.4,-0.5,-1.1,-0.5,-0.4,-0.1,-0.3,0.1,0.0,-0.1,-5.1,-6.6,-19.7,-9.4,-4.1,-0.2,0.0,0.7,-0.7,-0.7,59900.48,3.8,-1.84,375806.45,14.0,3.13,1361020.7,13.5,0.09,5303.39,124560.41,
2015-09-01,101.6,1.6,0.1,101.4,101.6,1.6,0.1,101.5,101.5,1.5,0.1,101.3,-5.95,-7.72,-21.23,-11.36,-4.82,-0.25,0.03,0.83,-1.02,-0.58,-0.4,-0.56,-2.19,-0.93,-0.27,0.07,-0.09,0.39,0.06,0.12,-4.99,-6.46,-19.54,-9.21,-3.97,-0.23,0.02,0.64,-0.63,-0.74,61022.97,3.7,3.32,364416.9,11.4,0.45,1359824.06,13.1,0.21,13289.77,119257.02,134.7
2015-08-01,102.0,2.0,0.5,101.4,102.0,2.0,0.4,101.5,101.8,1.8,0.6,101.2,-5.92,-7.66,-20.87,-11.11,-4.86,-0.33,0.14,0.59,-1.15,-0.78,-0.78,-1.03,-2.46,-1.96,-0.52,-0.03,0.05,0.04,-0.13,-0.09,-4.87,-6.31,-19.34,-8.95,-3.86,-0.22,0.02,0.62,-0.58,-0.76,59061.79,1.8,0.09,362793.73,9.3,2.74,1356907.98,13.3,0.27,10856.47,105967.25,
2015-07-01,101.6,1.6,0.3,101.3,101.7,1.7,0.3,101.4,101.5,1.5,0.3,101.2,-5.37,-6.95,-19.44,-9.68,-4.53,-0.28,0.17,0.54,-1.0,-0.75,-0.68,-0.88,-1.48,-1.2,-0.7,-0.05,0.13,0.01,-0.24,-0.17,-4.72,-6.12,-19.13,-8.64,-3.72,-0.21,0.0,0.63,-0.5,-0.75,59010.71,2.9,0.69,353122.19,6.6,-0.83,1353210.92,13.3,1.49,7418.66,95110.78,
2015-06-01,101.4,1.4,0.0,101.3,101.4,1.4,0.0,101.3,101.2,1.2,0.1,101.1,-4.81,-6.24,-18.52,-8.48,-4.05,-0.23,0.06,0.51,-0.73,-0.65,-0.43,-0.56,-0.11,-0.86,-0.47,-0.03,0.0,0.01,-0.15,0.01,-4.61,-5.98,-19.08,-8.47,-3.58,-0.2,-0.03,0.64,-0.42,-0.75,58604.26,2.9,-0.8,356082.86,4.3,3.79,1333375.36,11.8,1.99,18334.17,87692.12,131.7
2015-05-01,101.2,1.2,-0.2,101.3,101.3,1.3,-0.2,101.3,101.0,1.0,-0.1,101.1,-4.61,-5.95,-19.22,-7.91,-3.79,-0.29,0.11,0.48,-0.58,-1.07,-0.09,-0.11,-0.5,0.32,-0.25,-0.05,0.06,0.02,-0.02,-0.27,-4.57,-5.93,-19.19,-8.47,-3.49,-0.19,-0.05,0.67,-0.36,-0.78,59075.97,1.8,-2.79,343085.86,4.7,1.99,1307357.63,10.8,2.08,12361.5,69357.95,
2015-04-01,101.5,1.5,-0.2,101.3,101.6,1.6,-0.2,101.3,101.3,1.3,-0.3,101.1,-4.57,-5.92,-19.63,-8.27,-3.53,-0.23,0.09,0.51,-0.55,-0.87,-0.26,-0.32,-1.09,-0.4,-0.23,-0.07,0.09,-0.21,-0.08,-0.19,-4.56,-5.92,-19.18,-8.61,-3.42,-0.17,-0.09,0.71,-0.3,-0.7,60772.46,3.7,-1.9,336388.24,3.7,-0.24,1280779.14,10.1,0.43,10556.93,56996.45,
2015-03-01,101.4,1.4,-0.5,101.2,101.4,1.4,-0.5,101.2,101.2,1.2,-0.6,101.0,-4.56,-5.93,-19.56,-8.37,-3.5,-0.14,-0.03,0.74,-0.4,-0.62,-0.07,-0.09,-0.29,0.44,-0.3,-0.01,0.0,-0.02,-0.07,0.06,-4.56,-5.92,-19.04,-8.72,-3.38,-0.14,-0.15,0.78,-0.22,-0.64,61949.81,6.2,-15.02,337210.52,2.9,0.83,1275332.78,11.6,1.43,12406.67,46439.52,127.68
2015-02-01,101.4,1.4,1.2,101.1,101.5,1.5,1.3,101.2,101.2,1.2,1.0,100.9,-4.8,-6.24,-20.12,-9.21,-3.53,-0.13,-0.14,0.75,-0.18,-0.63,-0.73,-0.97,-4.08,-1.16,-0.62,0.02,0.03,-0.01,0.02,0.01,-4.56,-5.92,-18.78,-8.89,-3.32,-0.14,-0.2,0.8,-0.13,-0.66,72896.19,17.0,15.63,334439.22,5.6,-3.93,1257380.48,12.5,1.18,13564.18,34032.85,
2015-01-01,100.8,0.8,0.3,100.8,100.8,0.8,0.3,100.8,100.6,0.6,0.2,100.6,-4.32,-5.6,-17.45,-8.58,-3.1,-0.15,-0.26,0.84,-0.08,-0.68,-1.09,-1.42,-4.5,-2.41,-0.71,-0.06,-0.05,0.22,-0.09,-0.2,-4.32,-5.6,-17.45,-8.58,-3.1,-0.15,-0.26,0.84,-0.08,-0.68,63040.51,-17.6,4.62,348109.5,10.6,0.02,1242710.22,10.8,1.17,20468.67,20468.67,
2014-12-01,101.5,1.5,0.3,102.0,101.6,1.6,0.3,102.1,101.3,1.3,0.3,101.8,-3.32,-4.29,-13.2,-6.36,-2.51,-0.16,-0.29,0.57,0.01,-0.58,-0.63,-0.82,-2.84,-1.53,-0.34,-0.03,-0.07,0.09,-0.08,0.0,-1.89,-2.47,-6.5,-2.99,-1.84,-0.02,0.16,0.69,0.09,-0.83,60259.53,2.9,3.12,348056.41,3.2,3.86,1228374.81,12.2,1.64,16945.0,164133.0,122.86
2014-11-01,101.4,1.4,-0.2,102.0,101.5,1.5,-0.2,102.1,101.3,1.3,-0.2,101.8,-2.69,-3.49,-10.65,-4.69,-2.25,-0.13,-0.15,0.5,0.07,-0.69,-0.49,-0.64,-2.26,-1.24,-0.23,-0.04,-0.09,0.12,-0.16,0.03,-1.76,-2.3,-5.91,-2.68,-1.78,0.0,0.2,0.7,0.1,-0.85,58438.53,3.5,1.29,335114.13,3.2,1.67,1208605.95,12.3,0.78,11463.0,147012.0,
2014-10-01,101.6,1.6,0.0,102.1,101.7,1.7,0.1,102.2,101.4,1.4,0.0,101.9,-2.24,-2.95,-8.87,-3.68,-2.05,0.04,0.17,0.51,0.28,-0.69,-0.4,-0.6,-1.71,-1.05,-0.31,0.02,-0.05,0.17,-0.09,0.12,-1.67,-2.19,-5.44,-2.48,-1.74,0.01,0.24,0.72,0.1,-0.87,57691.64,3.8,-1.96,329617.73,3.2,0.73,1199236.31,12.6,-0.23,6627.0,135549.0,
2014-09-01,101.6,1.6,0.5,102.1,101.7,1.7,0.5,102.2,101.4,1.4,0.4,101.9,-1.8,-2.39,-6.68,-2.72,-1.83,0.11,0.35,0.65,0.36,-0.83,-0.4,-0.5,-1.74,-0.64,-0.31,0.0,0.03,0.16,-0.07,-0.08,-1.6,-2.1,-5.06,-2.35,-1.7,0.01,0.25,0.75,0.08,-0.89,58844.99,4.2,1.46,327220.21,4.8,-1.45,1202051.41,12.9,0.38,11355.0,128922.0,
2014-08-01,102.0,2.0,0.2,102.2,102.0,2.0,0.1,102.3,101.9,1.9,0.3,102.0,-1.2,-1.65,-4.44,-1.48,-1.45,0.24,0.62,0.67,0.44,-0.78,-0.2,-0.27,-0.71,-0.39,-0.17,0.02,0.09,-0.01,0.02,-0.05,-1.58,-2.07,-4.87,-2.31,-1.69,-0.01,0.24,0.76,0.04,-0.9,57997.61,5.6,1.14,332023.23,5.7,0.2,1197499.08,12.8,0.27,9577.0,117567.0,
2014-07-01,102.3,2.3,0.1,102.3,102.3,2.3,0.1,102.3,102.1,2.1,0.0,102.0,-0.87,-1.22,-3.37,-0.78,-1.19,0.26,0.71,0.74,0.42,-0.88,-0.09,-0.12,-0.36,0.12,-0.2,0.0,0.02,-0.01,0.03,-0.07,-1.63,-2.13,-4.93,-2.42,-1.72,-0.04,0.18,0.77,-0.02,-0.91,57346.5,5.4,0.69,331347.32,6.7,-2.97,1194249.24,13.5,-1.27,2737.0,107990.0,
2014-06-01,102.3,2.3,-0.1,102.3,102.4,2.4,-0.1,102.3,102.1,2.1,-0.1,102.0,-1.11,-1.53,-4.0,-1.46,-1.31,0.23,0.69,0.79,0.31,-0.89,-0.21,-0.25,-0.96,-0.24,-0.19,-0.09,0.05,-0.02,0.0,-0.43,-1.76,-2.27,-5.17,-2.69,-1.81,-0.09,0.09,0.78,-0.09,-0.92,56951.05,5.3,-1.89,341487.45,8.9,4.16,1209587.2,14.7,2.31,19673.0,105253.0,
2014-05-01,102.5,2.5,0.1,102.3,102.5,2.5,0.1,102.3,102.3,2.3,0.2,102.0,-1.45,-1.95,-4.87,-2.04,-1.62,0.17,0.41,0.82,0.17,-0.6,-0.06,-0.08,-1.01,-0.07,0.01,0.01,0.04,0.05,0.02,-0.07,-1.88,-2.42,-5.4,-2.93,-1.91,-0.15,-0.03,0.77,-0.17,-0.92,58051.11,6.7,-0.96,327839.56,5.7,1.03,1182293.96,13.4,1.15,14013.0,85580.0,
2014-04-01,101.8,1.8,-0.3,102.2,101.9,1.9,-0.3,102.2,101.6,1.6,-0.4,101.9,-2.0,-2.61,-6.06,-3.06,-2.07,-0.06,0.08,0.73,-0.05,-0.78,-0.25,-0.33,-1.0,-0.5,-0.19,0.02,-0.03,0.01,0.07,0.07,-1.99,-2.54,-5.53,-3.14,-1.98,-0.24,-0.13,0.76,-0.25,-1.0,58615.54,5.4,0.49,324482.52,5.5,-0.98,1168812.67,13.2,0.7,15259.0,71567.0,
2014-03-01,102.4,2.4,-0.5,102.3,102.5,2.5,-0.5,102.4,102.1,2.1,-0.6,102.0,-2.3,-2.95,-6.66,-3.81,-2.21,-0.21,-0.22,0.83,-0.11,-0.94,-0.32,-0.42,-0.99,-0.47,-0.34,0.0,-0.11,-0.01,0.15,0.04,-1.99,-2.51,-5.35,-3.17,-1.95,-0.29,-0.21,0.77,-0.32,-1.08,58329.3,5.2,-6.4,327683.74,5.4,3.49,1160687.38,12.1,2.56,20934.0,56308.0,
2014-02-01,102.0,2.0,0.5,102.2,102.1,2.1,0.6,102.3,101.7,1.7,0.5,101.9,-2.02,-2.54,-5.33,-3.22,-1.97,-0.33,-0.3,0.77,-0.33,-1.06,-0.2,-0.3,-0.88,-0.48,-0.17,0.0,-0.09,0.07,0.11,-0.04,-1.8,-2.3,-4.69,-2.85,-1.82,-0.34,-0.2,0.74,-0.42,-1.15,62320.95,3.3,-18.52,316625.11,6.9,0.55,1131760.83,13.3,0.73,9370.0,35374.0,
2014-01-01,102.5,2.5,1.0,102.5,102.6,2.6,1.0,102.6,102.2,2.2,0.9,102.2,-1.64,-2.05,-4.05,-2.48,-1.66,-0.35,-0.09,0.72,-0.51,-1.24,-0.05,-0.05,0.43,-0.04,-0.1,-0.06,-0.08,-0.05,0.01,-0.1,-1.64,-2.05,-4.05,-2.48,-1.66,-0.35,-0.09,0.72,-0.51,-1.24,76488.6,22.5,30.58,314900.55,1.2,-6.64,1123521.21,13.2,1.54,26004.0,26004.0,
2013-12-01,102.5,2.5,0.3,102.6,102.5,2.5,0.3,102.6,102.5,2.5,0.3,102.8,-1.36,-1.78,-4.05,-2.04,-1.45,0.01,0.58,1.08,-0.39,-1.14,0.01,0.01,0.0,0.22,-0.08,0.0,0.08,0.03,-0.02,-0.11,-1.91,-2.57,-5.71,-3.08,-2.03,0.19,0.71,1.22,-0.15,-0.9,58574.44,7.1,3.78,337291.05,9.3,3.84,1106524.98,13.6,2.53,12322.0,172904.0,107.46
2013-11-01,103.0,3.0,-0.1,102.6,103.0,3.0,-0.1,102.6,103.1,3.1,0.0,102.8,-1.42,-1.91,-4.18,-2.45,-1.44,0.11,0.76,1.19,-0.41,-1.04,-0.03,-0.08,-0.3,-0.19,-0.02,0.12,0.23,0.13,0.05,0.03,-1.96,-2.64,-5.86,-3.17,-2.09,0.21,0.73,1.23,-0.13,-0.88,56441.27,7.7,1.52,324821.92,9.4,1.66,1079257.05,14.2,0.84,12269.0,160582.0,
2013-10-01,103.2,3.2,0.1,102.6,103.2,3.2,0.1,102.5,103.3,3.3,0.0,102.8,-1.51,-1.97,-4.09,-2.57,-1.5,-0.03,0.53,1.21,-0.64,-1.05,0.0,-0.03,0.65,-0.07,-0.08,0.09,0.13,0.31,-0.01,-0.02,-2.01,-2.71,-6.02,-3.24,-2.15,0.22,0.72,1.23,-0.1,-0.87,55595.72,8.0,-1.59,319509.38,8.9,2.3,1070242.17,14.3,-0.66,8640.0,148313.0,
2013-09-01,103.1,3.1,0.8,102.5,103.0,3.0,0.8,102.5,103.3,3.3,0.8,102.7,-1.34,-1.75,-4.0,-2.04,-1.4,-0.06,0.4,1.03,-0.58,-0.93,0.23,0.26,0.63,0.62,0.06,0.13,0.3,0.17,0.01,-0.03,-2.07,-2.8,-6.23,-3.31,-2.22,0.25,0.74,1.24,-0.04,-0.85,56492.53,5.7,2.85,312330.34,8.9,-0.56,1077379.16,14.2,1.52,14113.0,139673.0,
2013-08-01,102.6,2.6,0.5,102.5,102.5,2.5,0.4,102.4,102.9,2.9,0.6,102.6,-1.63,-2.14,-4.18,-2.36,-1.85,0.0,0.48,1.08,-0.41,-0.98,0.14,0.17,0.39,0.32,0.09,0.04,0.17,0.06,0.0,-0.16,-2.16,-2.92,-6.49,-3.47,-2.32,0.28,0.79,1.26,0.02,-0.84,54925.35,9.3,0.94,314085.91,9.9,1.12,1061256.43,14.7,0.86,15840.0,125560.0,
2013-07-01,102.7,2.7,0.1,102.4,102.6,2.6,0.1,102.4,102.9,2.9,0.0,102.6,-2.27,-2.98,-5.99,-3.23,-2.58,-0.02,0.41,1.04,-0.51,-0.86,-0.33,-0.43,-1.0,-0.57,-0.32,-0.03,0.0,0.04,-0.08,-0.06,-2.23,-3.03,-6.8,-3.62,-2.39,0.32,0.83,1.29,0.09,-0.81,54412.78,9.5,0.65,310596.46,9.7,-0.93,1052212.34,14.5,-0.21,8191.0,109720.0,
2013-06-01,102.7,2.7,0.0,102.4,102.6,2.6,0.0,102.4,102.8,2.8,0.1,102.5,-2.7,-3.53,-8.55,-4.18,-2.75,-0.03,0.38,1.03,-0.52,-0.81,-0.55,-0.68,-1.85,-0.83,-0.51,-0.15,-0.23,0.01,-0.15,-0.14,-2.23,-3.04,-6.93,-3.68,-2.36,0.38,0.9,1.33,0.18,-0.81,54063.91,9.9,-0.68,313499.82,9.1,1.06,1054403.69,14.0,1.17,10375.0,101529.0,
2013-05-01,102.1,2.1,-0.6,102.4,102.1,2.1,-0.6,102.3,102.2,2.2,-0.5,102.5,-2.87,-3.79,-8.99,-5.13,-2.65,0.09,0.44,1.23,-0.27,-0.81,-0.62,-0.75,-2.26,-1.11,-0.44,-0.22,-0.28,-0.04,-0.2,-0.25,-2.13,-2.95,-6.61,-3.59,-2.28,0.46,1.01,1.39,0.33,-0.81,54431.39,10.8,-2.11,310204.48,11.3,0.83,1042169.16,15.8,0.93,11871.0,91154.0,
2013-04-01,102.4,2.4,0.2,102.4,102.4,2.4,0.3,102.4,102.4,2.4,0.1,102.5,-2.62,-3.52,-8.23,-4.79,-2.46,0.29,0.57,1.31,0.09,-0.6,-0.55,-0.68,-1.63,-1.27,-0.33,-0.13,-0.34,0.11,0.01,-0.09,-1.95,-2.74,-6.02,-3.2,-2.19,0.56,1.15,1.43,0.48,-0.8,55607.15,10.8,0.26,307648.42,11.9,-1.05,1032551.9,16.1,-0.32,17629.0,79283.0,
2013-03-01,102.1,2.1,-0.9,102.4,102.0,2.0,-0.9,102.4,102.2,2.2,-1.0,102.6,-1.92,-2.68,-5.61,-3.2,-2.15,0.51,1.18,1.38,0.27,-0.79,-0.03,0.0,0.42,0.13,-0.11,-0.12,-0.19,-0.07,-0.07,-0.08,-1.73,-2.47,-5.27,-2.67,-2.1,0.65,1.34,1.48,0.61,-0.87,55460.52,12.4,-8.05,310898.29,11.9,5.0,1035858.37,15.7,3.73,25503.0,61654.0,
2013-02-01,103.2,3.2,1.1,102.6,103.2,3.2,1.1,102.6,103.3,3.3,1.0,102.7,-1.63,-2.37,-5.22,-2.59,-1.98,0.74,1.56,1.5,0.63,-0.84,0.15,0.21,0.46,0.28,0.15,-0.02,0.13,0.02,-0.07,-0.22,-1.63,-2.37,-5.1,-2.4,-2.08,0.71,1.42,1.52,0.78,-0.91,60313.65,17.2,-3.42,296103.24,9.5,-4.86,998600.83,15.2,0.65,10705.0,36151.0,
2013-01-01,102.0,2.0,1.0,102.0,102.0,2.0,1.0,102.0,102.2,2.2,1.2,102.2,-1.64,-2.37,-4.97,-2.2,-2.18,0.68,1.28,1.54,0.93,-0.98,0.24,0.22,0.43,0.4,0.12,0.29,0.59,0.31,0.13,0.0,-1.64,-2.37,-4.97,-2.2,-2.18,0.68,1.28,1.54,0.93,-0.98,62449.63,4.4,14.25,311228.55,15.3,0.83,992129.25,15.9,1.85,25446.0,25446.0,
2012-12-01,102.5,2.5,0.8,102.6,102.5,2.5,0.8,102.8,102.5,2.5,0.9,102.6,-1.94,-2.71,-6.1,-2.44,-2.49,0.53,0.88,1.32,0.8,-0.77,-0.06,-0.11,-0.14,-0.19,-0.07,0.1,0.25,0.14,-0.04,-0.02,-1.72,-2.49,-2.42,-1.98,-2.74,0.82,1.4,2.05,0.86,-0.92,54659.77,7.7,4.33,308664.23,6.5,3.97,974148.8,13.8,3.1,16281.87,157630.81,91.42
2012-11-01,102.0,2.0,0.1,102.7,102.1,2.1,0.1,102.7,101.9,1.9,0.2,102.5,-2.2,-2.99,-5.34,-2.74,-2.87,0.34,0.5,1.51,0.62,-0.92,-0.12,-0.15,-0.21,-0.31,-0.07,-0.01,0.01,0.14,-0.18,0.02,-1.7,-2.47,-2.09,-1.94,-2.76,0.84,1.45,2.12,0.87,-0.94,52392.12,10.7,1.8,296883.0,5.5,1.22,944832.4,13.9,0.9,11224.52,141348.94,
2012-10-01,101.7,1.7,-0.1,102.7,101.8,1.8,-0.1,102.8,101.5,1.5,-0.1,102.6,-2.76,-3.68,-6.44,-3.44,-3.5,0.23,0.3,1.55,0.53,-1.01,0.16,0.2,0.74,0.48,0.02,0.06,0.0,0.13,0.05,0.1,-1.65,-2.42,-1.76,-1.86,-2.75,0.89,1.55,2.18,0.89,-0.94,51467.71,10.5,-3.68,293309.78,6.1,2.27,936404.28,14.1,-0.77,12905.7,130124.42,
2012-09-01,101.9,1.9,0.3,102.8,102.0,2.0,0.3,102.9,101.7,1.7,0.4,102.7,-3.55,-4.68,-7.84,-4.95,-4.24,0.14,0.27,1.61,0.28,-1.12,-0.06,-0.14,0.45,0.3,-0.39,0.2,0.38,0.22,0.18,-0.09,-1.53,-2.28,-1.23,-1.69,-2.66,0.97,1.69,2.25,0.93,-0.93,53433.49,13.3,6.37,286788.21,7.3,0.37,943688.75,14.8,2.03,16462.23,117218.72,
2012-08-01,102.0,2.0,0.6,102.9,102.1,2.1,0.6,103.0,101.8,1.8,0.6,102.8,-3.48,-4.59,-8.3,-5.23,-3.94,0.2,0.46,1.68,0.27,-1.22,-0.52,-0.69,-1.51,-0.58,-0.66,0.01,0.1,0.03,-0.09,-0.04,-1.27,-1.97,-0.39,-1.28,-2.47,1.07,1.87,2.34,1.02,-0.91,50235.06,9.7,1.06,285739.27,4.5,0.94,924894.59,13.5,0.63,12475.33,100756.49,
2012-07-01,101.8,1.8,0.1,103.1,101.9,1.9,0.1,103.1,101.5,1.5,0.0,103.0,-2.87,-3.87,-6.15,-4.5,-3.36,0.44,0.79,1.94,0.62,-1.21,-0.77,-1.0,-3.69,-1.54,-0.49,-0.03,-0.04,0.03,-0.1,-0.01,-0.95,-1.6,0.78,-0.7,-2.25,1.2,2.08,2.43,1.12,-0.86,49705.85,10.0,0.85,283090.68,4.6,-1.54,919072.4,13.9,-0.64,10521.58,88281.16,
2012-06-01,102.2,2.2,-0.6,103.3,102.2,2.2,-0.6,103.3,102.0,2.0,-0.5,103.3,-2.08,-2.93,-2.88,-2.99,-2.91,0.73,1.29,2.11,0.91,-1.21,-0.73,-0.94,-2.33,-1.8,-0.41,-0.04,-0.17,0.2,0.11,-0.14,-0.63,-1.22,1.97,-0.06,-2.07,1.33,2.29,2.51,1.21,-0.81,49284.64,10.8,0.5,287526.17,4.7,3.18,924991.2,13.6,2.77,17801.89,77759.59,
2012-05-01,103.0,3.0,-0.3,103.5,103.0,3.0,-0.3,103.5,102.9,2.9,-0.3,103.5,-1.4,-2.09,-1.46,-1.12,-2.58,0.91,1.8,2.08,0.95,-1.24,-0.37,-0.48,-1.44,-0.76,-0.25,-0.02,-0.14,0.03,0.16,-0.04,-0.34,-0.87,2.97,0.54,-1.9,1.45,2.49,2.6,1.27,-0.72,49039.72,10.0,-2.31,278656.31,3.5,1.34,900048.77,13.2,1.17,11431.51,59957.69,
